Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Peptic ulcer diseae,28,19,29,0,26,16,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,6,6,11,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,19,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,19,32,26,21,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,8,20,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,0,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,6,12,22,21,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,11,16,7,12,11,8,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,3,3,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,3,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,3,10,20,8,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,19,21,7,10,6,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,0,21,21,18,11,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,1,1,7,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Tuberculosis,6,42,21,46,4,13,2,16,8,8,17,10,2,2,1,0,1
Common Cold,8,9,21,8,13,12,23,10,13,18,13,8,6,1,1,1,0
Pneumonia,6,15,14,19,2,26,14,15,2,5,14,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,45,6,38,32,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,28,20,21,22,21,18,11,8,4,3,3,1
Hypothyroidism,11,45,12,27,20,8,21,5,1,17,5,2,0,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,9,6,11,6,0,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,4,16,6,5,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,22,7,38,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,15,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,33,35,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,35,11,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,11,45,38,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,44,4,3,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,0,25,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,5,28,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,16,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,6,6,11,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,19,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,19,32,26,21,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,8,20,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,0,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,6,12,22,21,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,11,16,7,12,11,8,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,3,3,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,3,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,3,10,20,8,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,19,21,7,10,6,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,0,21,21,18,11,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,1,1,7,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Tuberculosis,6,42,21,46,4,13,2,16,8,8,17,10,2,2,1,0,1
Common Cold,8,9,21,8,13,12,23,10,13,18,13,8,6,1,1,1,0
Pneumonia,6,15,14,19,2,26,14,15,2,5,14,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,45,6,38,32,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,28,20,21,22,21,18,11,8,4,3,3,1
Hypothyroidism,11,45,12,27,20,8,21,5,1,17,5,2,0,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,9,6,11,6,0,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,4,16,6,5,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,22,7,38,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,15,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,33,35,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,35,11,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,11,45,38,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,44,4,3,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,0,25,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,5,28,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,16,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,6,6,11,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,19,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,19,32,26,21,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,8,20,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,0,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,6,12,22,21,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,11,16,7,12,11,8,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,3,3,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,3,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,3,10,20,8,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,19,21,7,10,6,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,0,21,21,18,11,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,1,1,7,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Tuberculosis,6,42,21,46,4,13,2,16,8,8,17,10,2,2,1,0,1
Common Cold,8,9,21,8,13,12,23,10,13,18,13,8,6,1,1,1,0
Pneumonia,6,15,14,19,2,26,14,15,2,5,14,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,45,6,38,32,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,28,20,21,22,21,18,11,8,4,3,3,1
Hypothyroidism,11,45,12,27,20,8,21,5,1,17,5,2,0,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,9,6,11,6,0,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,4,16,6,5,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,22,7,38,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,15,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,33,35,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,35,11,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,11,45,38,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,44,4,3,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,0,25,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,5,28,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,16,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,6,6,11,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,19,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,19,32,26,21,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,8,20,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,0,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,6,12,22,21,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,11,16,7,12,11,8,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,3,3,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,3,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,3,10,20,8,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,19,21,7,10,6,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,0,21,21,18,11,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,1,1,7,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Tuberculosis,6,42,21,46,4,13,2,16,8,8,17,10,2,2,1,0,1
Common Cold,8,9,21,8,13,12,23,10,13,18,13,8,6,1,1,1,0
Pneumonia,6,15,14,19,2,26,14,15,2,5,14,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,45,6,38,32,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,28,20,21,22,21,18,11,8,4,3,3,1
Hypothyroidism,11,45,12,27,20,8,21,5,1,17,5,2,0,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,9,6,11,6,0,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,4,16,6,5,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,22,7,38,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,15,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,33,35,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,35,11,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,11,45,38,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,44,4,3,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,0,25,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,5,28,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,16,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,6,6,11,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,19,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,19,32,26,21,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,8,20,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,0,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,6,12,22,21,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,11,16,7,12,11,8,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,3,3,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,3,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,3,10,20,8,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,19,21,7,10,6,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,0,21,21,18,11,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,1,1,7,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Tuberculosis,6,42,21,46,4,13,2,16,8,8,17,10,2,2,1,0,1
Common Cold,8,9,21,8,13,12,23,10,13,18,13,8,6,1,1,1,0
Pneumonia,6,15,14,19,2,26,14,15,2,5,14,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,45,6,38,32,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,28,20,21,22,21,18,11,8,4,3,3,1
Hypothyroidism,11,45,12,27,20,8,21,5,1,17,5,2,0,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,9,6,11,6,0,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,4,16,6,5,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,22,7,38,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,15,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,33,35,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,35,11,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,11,45,38,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,44,4,3,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,0,25,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,5,28,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,16,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,6,6,11,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,19,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,19,32,26,21,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,8,20,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,0,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,6,12,22,21,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,11,16,7,12,11,8,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,3,3,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,3,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,3,10,20,8,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,19,21,7,10,6,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,0,21,21,18,11,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,1,1,7,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Tuberculosis,6,42,21,46,4,13,2,16,8,8,17,10,2,2,1,0,1
Common Cold,8,9,21,8,13,12,23,10,13,18,13,8,6,1,1,1,0
Pneumonia,6,15,14,19,2,26,14,15,2,5,14,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,45,6,38,32,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,28,20,21,22,21,18,11,8,4,3,3,1
Hypothyroidism,11,45,12,27,20,8,21,5,1,17,5,2,0,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,9,6,11,6,0,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,4,16,6,5,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,22,7,38,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,15,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,33,35,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,35,11,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,11,45,38,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,44,4,3,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,0,25,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,5,28,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,16,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,6,6,11,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,19,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,19,32,26,21,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,8,20,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,0,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,6,12,22,21,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,11,16,7,12,11,8,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,3,3,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,3,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,3,10,20,8,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,19,21,7,10,6,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,0,21,21,18,11,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,1,1,7,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Tuberculosis,6,42,21,46,4,13,2,16,8,8,17,10,2,2,1,0,1
Common Cold,8,9,21,8,13,12,23,10,13,18,13,8,6,1,1,1,0
Pneumonia,6,15,14,19,2,26,14,15,2,5,14,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,45,6,38,32,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,28,20,21,22,21,18,11,8,4,3,3,1
Hypothyroidism,11,45,12,27,20,8,21,5,1,17,5,2,0,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,9,6,11,6,0,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,4,16,6,5,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,22,7,38,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,15,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,33,35,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,35,11,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,11,45,38,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,44,4,3,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,0,25,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,5,28,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,16,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,6,6,11,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,19,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,19,32,26,21,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,8,20,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,0,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,6,12,22,21,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,11,16,7,12,11,8,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,3,3,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,3,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,3,10,20,8,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,19,21,7,10,6,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,0,21,21,18,11,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,1,1,7,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Tuberculosis,6,42,21,46,4,13,2,16,8,8,17,10,2,2,1,0,1
Common Cold,8,9,21,8,13,12,23,10,13,18,13,8,6,1,1,1,0
Pneumonia,6,15,14,19,2,26,14,15,2,5,14,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,45,6,38,32,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,28,20,21,22,21,18,11,8,4,3,3,1
Hypothyroidism,11,45,12,27,20,8,21,5,1,17,5,2,0,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,9,6,11,6,0,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,4,16,6,5,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,22,7,38,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,15,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,33,35,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,35,11,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,11,45,38,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,44,4,3,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,0,25,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,5,28,32,26,21,22,21,18,11,8,4,3,3,1
